t,phi,omega,mu
0.9000000000000006, 5.459999999999994, 6.0, -1.3877787807814457e-17
0.9100000000000006, 5.519999999999993, 6.0, -1.3877787807814457e-17
0.9200000000000006, 5.579999999999993, 6.0, -1.3877787807814457e-17
0.9300000000000006, 5.639999999999993, 6.0, -1.3877787807814457e-17
0.9400000000000006, 5.699999999999992, 6.0, -1.3877787807814457e-17
0.9500000000000006, 5.759999999999992, 6.0, -1.3877787807814457e-17
0.9600000000000006, 5.819999999999991, 6.0, -1.3877787807814457e-17
0.9700000000000006, 5.879999999999991, 6.0, -1.3877787807814457e-17
0.9800000000000006, 5.939999999999991, 6.0, -1.3877787807814457e-17
0.9900000000000007, 5.99999999999999, 6.0, -1.3877787807814457e-17
1.0000000000000007, 6.05999999999999, 6.0, -1.3877787807814457e-17
1.0100000000000007, 6.1199999999999894, 6.0, -1.3877787807814457e-17
1.0200000000000007, 6.179999999999989, 6.0, -1.3877787807814457e-17
1.0300000000000007, 6.239999999999989, 6.0, -1.3877787807814457e-17
1.0400000000000007, 6.299999999999988, 6.0, -1.3877787807814457e-17
1.0500000000000007, 6.359999999999988, 6.0, -1.3877787807814457e-17
1.0600000000000007, 6.4199999999999875, 6.0, -1.3877787807814457e-17
1.0700000000000007, 6.479999999999987, 6.0, -1.3877787807814457e-17
1.0800000000000007, 6.539999999999987, 6.0, -1.3877787807814457e-17
1.0900000000000007, 6.599999999999986, 6.0, -1.3877787807814457e-17
1.1000000000000008, 6.659999999999986, 6.0, -1.3877787807814457e-17
1.1100000000000008, 6.7199999999999855, 6.0, -1.3877787807814457e-17
1.1200000000000008, 6.779999999999985, 6.0, -1.3877787807814457e-17
1.1300000000000008, 6.839999999999985, 6.0, -1.3877787807814457e-17
1.1400000000000008, 6.899999999999984, 6.0, -1.3877787807814457e-17
1.1500000000000008, 6.959999999999984, 6.0, -1.3877787807814457e-17
1.1600000000000008, 7.019999999999984, 6.0, -1.3877787807814457e-17
1.1700000000000008, 7.079999999999983, 6.0, -1.3877787807814457e-17
1.1800000000000008, 7.139999999999983, 6.0, -1.3877787807814457e-17
1.1900000000000008, 7.199999999999982, 6.0, -1.3877787807814457e-17
1.2000000000000008, 7.259999999999982, 6.0, -1.3877787807814457e-17
1.2100000000000009, 7.319999999999982, 6.0, -1.3877787807814457e-17
1.2200000000000009, 7.379999999999981, 6.0, -1.3877787807814457e-17
1.2300000000000009, 7.439999999999981, 6.0, -1.3877787807814457e-17
1.2400000000000009, 7.4999999999999805, 6.0, -1.3877787807814457e-17
1.2500000000000009, 7.55999999999998, 6.0, -1.3877787807814457e-17
1.260000000000001, 7.61999999999998, 6.0, -1.3877787807814457e-17
1.270000000000001, 7.679999999999979, 6.0, -1.3877787807814457e-17
1.280000000000001, 7.739999999999979, 6.0, -1.3877787807814457e-17
1.290000000000001, 7.7999999999999785, 6.0, -1.3877787807814457e-17
1.300000000000001, 7.859999999999978, 6.0, -1.3877787807814457e-17
1.310000000000001, 7.919999999999978, 6.0, -1.3877787807814457e-17
1.320000000000001, 7.979999999999977, 6.0, -1.3877787807814457e-17
1.330000000000001, 8.039999999999978, 6.0, -1.3877787807814457e-17
1.340000000000001, 8.099999999999978, 6.0, -1.3877787807814457e-17
1.350000000000001, 8.159999999999979, 6.0, -1.3877787807814457e-17
1.360000000000001, 8.21999999999998, 6.0, -1.3877787807814457e-17
1.370000000000001, 8.27999999999998, 6.0, -1.3877787807814457e-17
1.380000000000001, 8.33999999999998, 6.0, -1.3877787807814457e-17
1.390000000000001, 8.39999999999998, 6.0, -1.3877787807814457e-17
1.400000000000001, 8.459999999999981, 6.0, -1.3877787807814457e-17
1.410000000000001, 8.519999999999982, 6.0, -1.3877787807814457e-17
1.420000000000001, 8.579999999999982, 6.0, -1.3877787807814457e-17
1.430000000000001, 8.639999999999983, 6.0, -1.3877787807814457e-17
1.440000000000001, 8.699999999999983, 6.0, -1.3877787807814457e-17
1.450000000000001, 8.759999999999984, 6.0, -1.3877787807814457e-17
1.460000000000001, 8.819999999999984, 6.0, -1.3877787807814457e-17
1.470000000000001, 8.879999999999985, 6.0, -1.3877787807814457e-17
1.480000000000001, 8.939999999999985, 6.0, -1.3877787807814457e-17
1.490000000000001, 8.999999999999986, 6.0, -1.3877787807814457e-17
1.500000000000001, 9.059999999999986, 6.0, -1.3877787807814457e-17
1.5100000000000011, 9.119999999999987, 6.0, -1.3877787807814457e-17
1.5200000000000011, 9.179999999999987, 6.0, -1.3877787807814457e-17
1.5300000000000011, 9.239999999999988, 6.0, -1.3877787807814457e-17
1.5400000000000011, 9.299999999999988, 6.0, -1.3877787807814457e-17
1.5500000000000012, 9.359999999999989, 6.0, -1.3877787807814457e-17
1.5600000000000012, 9.41999999999999, 6.0, -1.3877787807814457e-17
1.5700000000000012, 9.47999999999999, 6.0, -1.3877787807814457e-17
1.5800000000000012, 9.53999999999999, 6.0, -1.3877787807814457e-17
1.5900000000000012, 9.59999999999999, 6.0, -1.3877787807814457e-17
1.6000000000000012, 9.659999999999991, 6.0, -1.3877787807814457e-17
1.6100000000000012, 9.719999999999992, 6.0, -1.3877787807814457e-17
1.6200000000000012, 9.779999999999992, 6.0, -1.3877787807814457e-17
1.6300000000000012, 9.839999999999993, 6.0, -1.3877787807814457e-17
1.6400000000000012, 9.899999999999993, 6.0, -1.3877787807814457e-17
1.6500000000000012, 9.959999999999994, 6.0, -1.3877787807814457e-17
1.6600000000000013, 10.019999999999994, 6.0, -1.3877787807814457e-17
1.6700000000000013, 10.079999999999995, 6.0, -1.3877787807814457e-17
1.6800000000000013, 10.139999999999995, 6.0, -1.3877787807814457e-17
1.6900000000000013, 10.199999999999996, 6.0, -1.3877787807814457e-17
1.7000000000000013, 10.259999999999996, 6.0, -1.3877787807814457e-17
1.7100000000000013, 10.319999999999997, 6.0, -1.3877787807814457e-17
1.7200000000000013, 10.379999999999997, 6.0, -1.3877787807814457e-17
1.7300000000000013, 10.439999999999998, 6.0, -1.3877787807814457e-17
1.7400000000000013, 10.499999999999998, 6.0, -1.3877787807814457e-17
1.7500000000000013, 10.559999999999999, 6.0, -1.3877787807814457e-17
1.7600000000000013, 10.62, 6.0, -1.3877787807814457e-17
1.7700000000000014, 10.68, 6.0, -1.3877787807814457e-17
1.7800000000000014, 10.74, 6.0, -1.3877787807814457e-17
1.7900000000000014, 10.8, 6.0, -1.3877787807814457e-17
1.8000000000000014, 10.860000000000001, 6.0, -1.3877787807814457e-17
1.8100000000000014, 10.920000000000002, 6.0, -1.3877787807814457e-17
1.8200000000000014, 10.980000000000002, 6.0, -1.3877787807814457e-17
1.8300000000000014, 11.040000000000003, 6.0, -1.3877787807814457e-17
1.8400000000000014, 11.100000000000003, 6.0, -1.3877787807814457e-17
1.8500000000000014, 11.160000000000004, 6.0, -1.3877787807814457e-17
1.8600000000000014, 11.220000000000004, 6.0, -1.3877787807814457e-17
1.8700000000000014, 11.280000000000005, 6.0, -1.3877787807814457e-17
1.8800000000000014, 11.340000000000005, 6.0, -1.3877787807814457e-17
1.8900000000000015, 11.400000000000006, 6.0, -1.3877787807814457e-17
1.9000000000000015, 11.460000000000006, 6.0, -1.3877787807814457e-17
1.9100000000000015, 11.520000000000007, 6.0, -1.3877787807814457e-17
1.9200000000000015, 11.580000000000007, 6.0, -1.3877787807814457e-17
1.9300000000000015, 11.640000000000008, 6.0, -1.3877787807814457e-17
1.9400000000000015, 11.700000000000008, 6.0, -1.3877787807814457e-17
1.9500000000000015, 11.760000000000009, 6.0, -1.3877787807814457e-17
1.9600000000000015, 11.82000000000001, 6.0, -1.3877787807814457e-17
1.9700000000000015, 11.88000000000001, 6.0, -1.3877787807814457e-17
1.9800000000000015, 11.94000000000001, 6.0, -1.3877787807814457e-17
1.9900000000000015, 12.00000000000001, 6.0, -1.3877787807814457e-17
2.0000000000000013, 12.060000000000011, 6.0, -1.3877787807814457e-17
2.010000000000001, 12.120000000000012, 6.0, -1.3877787807814457e-17
2.020000000000001, 12.180000000000012, 6.0, -1.3877787807814457e-17
2.0300000000000007, 12.240000000000013, 6.0, -1.3877787807814457e-17
2.0400000000000005, 12.300000000000013, 6.0, -1.3877787807814457e-17
2.0500000000000003, 12.360000000000014, 6.0, -1.3877787807814457e-17
2.06, 12.420000000000014, 6.0, -1.3877787807814457e-17
2.07, 12.480000000000015, 6.0, -1.3877787807814457e-17
2.0799999999999996, 12.540000000000015, 6.0, -1.3877787807814457e-17
2.0899999999999994, 12.600000000000016, 6.0, -1.3877787807814457e-17
2.099999999999999, 12.660000000000016, 6.0, -1.3877787807814457e-17
2.109999999999999, 12.720000000000017, 6.0, -1.3877787807814457e-17
2.1199999999999988, 12.780000000000017, 6.0, -1.3877787807814457e-17
2.1299999999999986, 12.840000000000018, 6.0, -1.3877787807814457e-17
2.1399999999999983, 12.900000000000018, 6.0, -1.3877787807814457e-17
2.149999999999998, 12.960000000000019, 6.0, -1.3877787807814457e-17
2.159999999999998, 13.02000000000002, 6.0, -1.3877787807814457e-17
2.1699999999999977, 13.08000000000002, 6.0, -1.3877787807814457e-17
2.1799999999999975, 13.14000000000002, 6.0, -1.3877787807814457e-17
2.1899999999999973, 13.20000000000002, 6.0, -1.3877787807814457e-17
2.199999999999997, 13.260000000000021, 6.0, -1.3877787807814457e-17
2.209999999999997, 13.320000000000022, 6.0, -1.3877787807814457e-17
2.2199999999999966, 13.380000000000022, 6.0, -1.3877787807814457e-17
2.2299999999999964, 13.440000000000023, 6.0, -1.3877787807814457e-17
2.239999999999996, 13.500000000000023, 6.0, -1.3877787807814457e-17
2.249999999999996, 13.560000000000024, 6.0, -1.3877787807814457e-17
2.259999999999996, 13.620000000000024, 6.0, -1.3877787807814457e-17
2.2699999999999956, 13.680000000000025, 6.0, -1.3877787807814457e-17
2.2799999999999954, 13.740000000000025, 6.0, -1.3877787807814457e-17
2.289999999999995, 13.800000000000026, 6.0, -1.3877787807814457e-17
2.299999999999995, 13.860000000000026, 6.0, -1.3877787807814457e-17
2.3099999999999947, 13.920000000000027, 6.0, -1.3877787807814457e-17
2.3199999999999945, 13.980000000000027, 6.0, -1.3877787807814457e-17
2.3299999999999943, 14.040000000000028, 6.0, -1.3877787807814457e-17
2.339999999999994, 14.100000000000028, 6.0, -1.3877787807814457e-17
2.349999999999994, 14.160000000000029, 6.0, -1.3877787807814457e-17
2.3599999999999937, 14.220000000000029, 6.0, -1.3877787807814457e-17
2.3699999999999934, 14.28000000000003, 6.0, -1.3877787807814457e-17
2.3799999999999932, 14.34000000000003, 6.0, -1.3877787807814457e-17
2.389999999999993, 14.40000000000003, 6.0, -1.3877787807814457e-17
2.399999999999993, 14.460000000000031, 6.0, -1.3877787807814457e-17
2.4099999999999926, 14.520000000000032, 6.0, -1.3877787807814457e-17
2.4199999999999924, 14.580000000000032, 6.0, -1.3877787807814457e-17
2.429999999999992, 14.640000000000033, 6.0, -1.3877787807814457e-17
2.439999999999992, 14.700000000000033, 6.0, -1.3877787807814457e-17
2.4499999999999917, 14.760000000000034, 6.0, -1.3877787807814457e-17
2.4599999999999915, 14.820000000000034, 6.0, -1.3877787807814457e-17
2.4699999999999913, 14.880000000000035, 6.0, -1.3877787807814457e-17
2.479999999999991, 14.940000000000035, 6.0, -1.3877787807814457e-17
2.489999999999991, 15.000000000000036, 6.0, -1.3877787807814457e-17
2.4999999999999907, 15.060000000000036, 6.0, -1.3877787807814457e-17
2.5099999999999905, 15.120000000000037, 6.0, -1.3877787807814457e-17
2.5199999999999902, 15.180000000000037, 6.0, -1.3877787807814457e-17
2.52999999999999, 15.240000000000038, 6.0, -1.3877787807814457e-17
2.53999999999999, 15.300000000000038, 6.0, -1.3877787807814457e-17
2.5499999999999896, 15.360000000000039, 6.0, -1.3877787807814457e-17
2.5599999999999894, 15.420000000000039, 6.0, -1.3877787807814457e-17
2.569999999999989, 15.48000000000004, 6.0, -1.3877787807814457e-17
2.579999999999989, 15.54000000000004, 6.0, -1.3877787807814457e-17
2.5899999999999888, 15.60000000000004, 6.0, -1.3877787807814457e-17
2.5999999999999885, 15.660000000000041, 6.0, -1.3877787807814457e-17
2.6099999999999883, 15.720000000000041, 6.0, -1.3877787807814457e-17
2.619999999999988, 15.780000000000042, 6.0, -1.3877787807814457e-17
2.629999999999988, 15.840000000000042, 6.0, -1.3877787807814457e-17
2.6399999999999877, 15.900000000000043, 6.0, -1.3877787807814457e-17
2.6499999999999875, 15.960000000000043, 6.0, -1.3877787807814457e-17
2.6599999999999873, 16.020000000000042, 6.0, -1.3877787807814457e-17
2.669999999999987, 16.08000000000004, 6.0, -1.3877787807814457e-17
2.679999999999987, 16.14000000000004, 6.0, -1.3877787807814457e-17
2.6899999999999866, 16.20000000000004, 6.0, -1.3877787807814457e-17
2.6999999999999864, 16.260000000000037, 6.0, -1.3877787807814457e-17
2.709999999999986, 16.320000000000036, 6.0, -1.3877787807814457e-17
2.719999999999986, 16.380000000000035, 6.0, -1.3877787807814457e-17
2.7299999999999858, 16.440000000000033, 6.0, -1.3877787807814457e-17
2.7399999999999856, 16.500000000000032, 6.0, -1.3877787807814457e-17
2.7499999999999853, 16.56000000000003, 6.0, -1.3877787807814457e-17
2.759999999999985, 16.62000000000003, 6.0, -1.3877787807814457e-17
2.769999999999985, 16.680000000000028, 6.0, -1.3877787807814457e-17
2.7799999999999847, 16.740000000000027, 6.0, -1.3877787807814457e-17
2.7899999999999845, 16.800000000000026, 6.0, -1.3877787807814457e-17
2.7999999999999843, 16.860000000000024, 6.0, -1.3877787807814457e-17
2.809999999999984, 16.920000000000023, 6.0, -1.3877787807814457e-17
2.819999999999984, 16.98000000000002, 6.0, -1.3877787807814457e-17
2.8299999999999836, 17.04000000000002, 6.0, -1.3877787807814457e-17
2.8399999999999834, 17.10000000000002, 6.0, -1.3877787807814457e-17
2.849999999999983, 17.160000000000018, 6.0, -1.3877787807814457e-17
2.859999999999983, 17.220000000000017, 6.0, -1.3877787807814457e-17
2.869999999999983, 17.280000000000015, 6.0, -1.3877787807814457e-17
2.8799999999999826, 17.340000000000014, 6.0, -1.3877787807814457e-17
2.8899999999999824, 17.400000000000013, 6.0, -1.3877787807814457e-17
2.899999999999982, 17.46000000000001, 6.0, -1.3877787807814457e-17
2.909999999999982, 17.52000000000001, 6.0, -1.3877787807814457e-17
2.9199999999999817, 17.58000000000001, 6.0, -1.3877787807814457e-17
2.9299999999999815, 17.640000000000008, 6.0, -1.3877787807814457e-17
2.9399999999999813, 17.700000000000006, 6.0, -1.3877787807814457e-17
2.949999999999981, 17.760000000000005, 6.0, -1.3877787807814457e-17
2.959999999999981, 17.820000000000004, 6.0, -1.3877787807814457e-17
2.9699999999999807, 17.880000000000003, 6.0, -1.3877787807814457e-17
2.9799999999999804, 17.94, 6.0, -1.3877787807814457e-17
2.9899999999999802, 18.0, 6.0, -1.3877787807814457e-17
2.99999999999998, 18.06, 6.0, -1.3877787807814457e-17
3.00999999999998, 18.119999999999997, 6.0, -1.3877787807814457e-17
3.0199999999999796, 18.179999999999996, 6.0, -1.3877787807814457e-17
3.0299999999999794, 18.239999999999995, 6.0, -1.3877787807814457e-17
3.039999999999979, 18.299999999999994, 6.0, -1.3877787807814457e-17
3.049999999999979, 18.359999999999992, 6.0, -1.3877787807814457e-17
3.0599999999999787, 18.41999999999999, 6.0, -1.3877787807814457e-17
3.0699999999999785, 18.47999999999999, 6.0, -1.3877787807814457e-17
3.0799999999999783, 18.53999999999999, 6.0, -1.3877787807814457e-17
3.089999999999978, 18.599999999999987, 6.0, -1.3877787807814457e-17
3.099999999999978, 18.659999999999986, 6.0, -1.3877787807814457e-17
3.1099999999999777, 18.719999999999985, 6.0, -1.3877787807814457e-17
3.1199999999999775, 18.779999999999983, 6.0, -1.3877787807814457e-17
3.1299999999999772, 18.839999999999982, 6.0, -1.3877787807814457e-17
3.139999999999977, 18.89999999999998, 6.0, -1.3877787807814457e-17
3.149999999999977, 18.95999999999998, 6.0, -1.3877787807814457e-17
3.1599999999999766, 19.01999999999998, 6.0, -1.3877787807814457e-17
3.1699999999999764, 19.079999999999977, 6.0, -1.3877787807814457e-17
3.179999999999976, 19.139999999999976, 6.0, -1.3877787807814457e-17
3.189999999999976, 19.199999999999974, 6.0, -1.3877787807814457e-17
3.1999999999999758, 19.259999999999973, 6.0, -1.3877787807814457e-17
3.2099999999999755, 19.319999999999972, 6.0, -1.3877787807814457e-17
3.2199999999999753, 19.37999999999997, 6.0, -1.3877787807814457e-17
3.229999999999975, 19.43999999999997, 6.0, -1.3877787807814457e-17
3.239999999999975, 19.499999999999968, 6.0, -1.3877787807814457e-17
3.2499999999999747, 19.559999999999967, 6.0, -1.3877787807814457e-17
3.2599999999999745, 19.619999999999965, 6.0, -1.3877787807814457e-17
3.2699999999999743, 19.679999999999964, 6.0, -1.3877787807814457e-17
3.279999999999974, 19.739999999999963, 6.0, -1.3877787807814457e-17
3.289999999999974, 19.79999999999996, 6.0, -1.3877787807814457e-17
3.2999999999999736, 19.85999999999996, 6.0, -1.3877787807814457e-17
3.3099999999999734, 19.91999999999996, 6.0, -1.3877787807814457e-17
3.319999999999973, 19.979999999999958, 6.0, -1.3877787807814457e-17
3.329999999999973, 20.039999999999957, 6.0, -1.3877787807814457e-17
3.3399999999999728, 20.099999999999955, 6.0, -1.3877787807814457e-17
3.3499999999999726, 20.159999999999954, 6.0, -1.3877787807814457e-17
3.3599999999999723, 20.219999999999953, 6.0, -1.3877787807814457e-17
3.369999999999972, 20.27999999999995, 6.0, -1.3877787807814457e-17
3.379999999999972, 20.33999999999995, 6.0, -1.3877787807814457e-17
3.3899999999999717, 20.39999999999995, 6.0, -1.3877787807814457e-17
3.3999999999999715, 20.459999999999948, 6.0, -1.3877787807814457e-17
3.4099999999999713, 20.519999999999946, 6.0, -1.3877787807814457e-17
3.419999999999971, 20.579999999999945, 6.0, -1.3877787807814457e-17
3.429999999999971, 20.639999999999944, 6.0, -1.3877787807814457e-17
3.4399999999999706, 20.699999999999942, 6.0, -1.3877787807814457e-17
3.4499999999999704, 20.75999999999994, 6.0, -1.3877787807814457e-17
3.45999999999997, 20.81999999999994, 6.0, -1.3877787807814457e-17
3.46999999999997, 20.87999999999994, 6.0, -1.3877787807814457e-17
3.47999999999997, 20.939999999999937, 6.0, -1.3877787807814457e-17
3.4899999999999696, 20.999999999999936, 6.0, -1.3877787807814457e-17
3.4999999999999694, 21.059999999999935, 6.0, -1.3877787807814457e-17
3.509999999999969, 21.119999999999933, 6.0, -1.3877787807814457e-17
3.519999999999969, 21.179999999999932, 6.0, -1.3877787807814457e-17
3.5299999999999687, 21.23999999999993, 6.0, -1.3877787807814457e-17
3.5399999999999685, 21.29999999999993, 6.0, -1.3877787807814457e-17
3.5499999999999683, 21.35999999999993, 6.0, -1.3877787807814457e-17
3.559999999999968, 21.419999999999927, 6.0, -1.3877787807814457e-17
3.569999999999968, 21.479999999999926, 6.0, -1.3877787807814457e-17
3.5799999999999677, 21.539999999999925, 6.0, -1.3877787807814457e-17
3.5899999999999674, 21.599999999999923, 6.0, -1.3877787807814457e-17
3.5999999999999672, 21.659999999999922, 6.0, -1.3877787807814457e-17
3.609999999999967, 21.71999999999992, 6.0, -1.3877787807814457e-17
3.619999999999967, 21.77999999999992, 6.0, -1.3877787807814457e-17
3.6299999999999666, 21.839999999999918, 6.0, -1.3877787807814457e-17
3.6399999999999664, 21.899999999999917, 6.0, -1.3877787807814457e-17
3.649999999999966, 21.959999999999916, 6.0, -1.3877787807814457e-17
3.659999999999966, 22.019999999999914, 6.0, -1.3877787807814457e-17
3.6699999999999657, 22.079999999999913, 6.0, -1.3877787807814457e-17
3.6799999999999655, 22.13999999999991, 6.0, -1.3877787807814457e-17
3.6899999999999653, 22.19999999999991, 6.0, -1.3877787807814457e-17
3.699999999999965, 22.25999999999991, 6.0, -1.3877787807814457e-17
3.709999999999965, 22.319999999999908, 6.0, -1.3877787807814457e-17
3.7199999999999647, 22.379999999999907, 6.0, -1.3877787807814457e-17
3.7299999999999645, 22.439999999999905, 6.0, -1.3877787807814457e-17
3.7399999999999642, 22.499999999999904, 6.0, -1.3877787807814457e-17
3.749999999999964, 22.559999999999903, 6.0, -1.3877787807814457e-17
3.759999999999964, 22.6199999999999, 6.0, -1.3877787807814457e-17
3.7699999999999636, 22.6799999999999, 6.0, -1.3877787807814457e-17
3.7799999999999634, 22.7399999999999, 6.0, -1.3877787807814457e-17
3.789999999999963, 22.799999999999898, 6.0, -1.3877787807814457e-17
3.799999999999963, 22.859999999999896, 6.0, -1.3877787807814457e-17
3.8099999999999627, 22.919999999999895, 6.0, -1.3877787807814457e-17
3.8199999999999625, 22.979999999999894, 6.0, -1.3877787807814457e-17
3.8299999999999623, 23.039999999999893, 6.0, -1.3877787807814457e-17
3.839999999999962, 23.09999999999989, 6.0, -1.3877787807814457e-17
3.849999999999962, 23.15999999999989, 6.0, -1.3877787807814457e-17
3.8599999999999617, 23.21999999999989, 6.0, -1.3877787807814457e-17
3.8699999999999615, 23.279999999999887, 6.0, -1.3877787807814457e-17
3.8799999999999613, 23.339999999999886, 6.0, -1.3877787807814457e-17
3.889999999999961, 23.399999999999885, 6.0, -1.3877787807814457e-17
3.899999999999961, 23.459999999999884, 6.0, -1.3877787807814457e-17
3.9099999999999606, 23.519999999999882, 6.0, -1.3877787807814457e-17
3.9199999999999604, 23.57999999999988, 6.0, -1.3877787807814457e-17
